School Number,School Name,School Level,Public_Private,Enrolment,Academic Year
145807,Larchwood PS,Elementary,Public,87,2017-2018
920622,Lasalle SS,Secondary,Public,658,2017-2018
311944,Levack PS,Elementary,Public,122,2017-2018
314676,Little Current PS,Elementary,Public,315,2017-2018
923354,Lively DSS,Secondary,Public,281,2017-2018
116646,Lively District E S,Elementary,Public,122,2017-2018
053221,Lo-Ellen Park E S,Elementary,Public,92,2017-2018
923486,Lo-Ellen Park SS,Secondary,Public,723,2017-2018
923613,Lockerby Comp S,Secondary,Public,584,2017-2018
026336,M W Moore PS,Elementary,Public,5,2017-2018
924598,M W Moore SS,Secondary,Public,5,2017-2018
328197,MacLeod PS,Elementary,Public,592,2017-2018
924679,Manitoulin SS,Secondary,Public,433,2017-2018
237582,Markstay PS,Elementary,Public,118,2017-2018
125261,Monetville PS,Elementary,Public,50,2017-2018
902935,N'Swakamok Native Alternative School,Secondary,Public,29,2017-2018
410918,Northeastern E S,Elementary,Public,517,2017-2018
456632,Princess Anne PS,Elementary,Public,476,2017-2018
464309,Queen Elizabeth II PS,Elementary,Public,187,2017-2018
468070,R L Beattie PS,Elementary,Public,589,2017-2018
136964,R. H. Murray PS,Elementary,Public,103,2017-2018
479403,Redwood Acres PS,Elementary,Public,309,2017-2018
496154,S Geiger PS,Elementary,Public,123,2017-2018
941298,Sudbury SS,Secondary,Public,511,2017-2018
569992,Valley View PS,Elementary,Public,585,2017-2018
314935,Walden PS,Elementary,Public,478,2017-2018
602558,Westmount Avenue PS,Elementary,Public,98,2017-2018
892939,Atikokan HS,Secondary,Public,138,2017-2018
343404,Atikokan HS E,Elementary,Public,53,2017-2018
097209,Crossroads E PS,Elementary,Public,147,2017-2018
141518,Donald Young PS,Elementary,Public,265,2017-2018
910872,Fort Frances HS,Secondary,Public,651,2017-2018
596092,Fort Frances High Intermediate,Elementary,Public,87,2017-2018
280747,J W Walker PS,Elementary,Public,263,2017-2018
350818,McCrosson-Tovell PS,Elementary,Public,33,2017-2018
366285,Mine Centre PS,Elementary,Public,66,2017-2018
383058,Nestor Falls PS,Elementary,Public,18,2017-2018
500445,North Star Community S,Elementary,Public,152,2017-2018
937657,Rainy River HS,Secondary,Public,147,2017-2018
009954,Riverview E S,Elementary,Public,123,2017-2018
487830,Robert Moore PS,Elementary,Public,452,2017-2018
540005,Sturgeon Creek S,Elementary,Public,112,2017-2018
689939,Bishop Smith Catholic HS,Secondary,Public,626,2017-2018
689343,Bishop Smith Sep S,Elementary,Public,136,2017-2018
695211,Cathedral Catholic S,Elementary,Public,132,2017-2018
752410,George Vanier Sep S,Elementary,Public,48,2017-2018
717185,Holy Name Sep S,Elementary,Public,120,2017-2018
742147,Our Lady of Fatima Sep S,Elementary,Public,273,2017-2018
744654,Our Lady of Grace Sep S,Elementary,Public,52,2017-2018
745910,Our Lady of Lourdes Sep S,Elementary,Public,327,2017-2018
748129,Our Lady of Sorrows Sep S,Elementary,Public,329,2017-2018
769185,St Andrew's Sep S,Elementary,Public,126,2017-2018
774251,St Anthony's Sep S,Elementary,Public,137,2017-2018
753580,St Francis of Assisi Catholic S,Elementary,Public,338,2017-2018
798568,St James Sep S,Elementary,Public,96,2017-2018
802980,St John Bosco Sep S,Elementary,Public,152,2017-2018
814962,St Joseph's HS,Secondary,Public,471,2017-2018
806234,St Joseph's Sep S,Elementary,Public,390,2017-2018
806382,St Joseph's Sep S,Elementary,Public,41,2017-2018
829501,St Mary's Our Lady of Good Counsel Sep S,Elementary,Public,238,2017-2018
835226,St Michael's Sep S,Elementary,Public,144,2017-2018
856410,St Thomas the Apostle Sep S,Elementary,Public,242,2017-2018
724076,St. John XXIII Sep S,Elementary,Public,285,2017-2018
854186,St. Joseph's Sep S,Elementary,Public,84,2017-2018
018830,A J Charbonneau E PS,Elementary,Public,224,2017-2018
002305,Admaston Township PS,Elementary,Public,104,2017-2018
892416,Arnprior DHS,Secondary,Public,590,2017-2018
037648,Beachburg PS,Elementary,Public,192,2017-2018
093157,Central PS,Elementary,Public,205,2017-2018
100757,Champlain Discovery PS,Elementary,Public,455,2017-2018
113956,Cobden District PS,Elementary,Public,330,2017-2018
167380,Eganville & District PS,Elementary,Public,402,2017-2018
925365,Fellowes HS,Secondary,Public,719,2017-2018
253472,Herman Street PS,Elementary,Public,299,2017-2018
256307,Highview PS,Elementary,Public,445,2017-2018
291790,Killaloe PS,Elementary,Public,110,2017-2018
291404,Mackenzie Community School - Elementary S,Elementary,Public,346,2017-2018
904767,Mackenzie Community School - Secondary S,Secondary,Public,258,2017-2018
924431,Madawaska Valley DHS,Secondary,Public,368,2017-2018
355224,McNab PS,Elementary,Public,265,2017-2018
932434,Opeongo HS,Secondary,Public,388,2017-2018
469114,Palmer Rapids PS,Elementary,Public,117,2017-2018
444677,Pine View PS,Elementary,Public,174,2017-2018
462489,Queen Elizabeth PS,Elementary,Public,249,2017-2018
937916,Renfrew CI,Secondary,Public,359,2017-2018
193735,Renfrew Collegiate Intermediate S,Elementary,Public,145,2017-2018
937983,Renfrew County Adult Day S,Secondary,Public,115,2017-2018
011770,Rockwood PS,Elementary,Public,431,2017-2018
032700,Sherwood PS,Elementary,Public,82,2017-2018
123885,Valour JK to 12 School - Elementary S,Elementary,Public,905,2017-2018
902747,Valour JK to 12 School - Secondary S,Secondary,Public,438,2017-2018
090557,Walter Zadow PS,Elementary,Public,456,2017-2018
605492,Whitney PS,Elementary,Public,26,2017-2018
002933,Adjala Central PS,Elementary,Public,244,2017-2018
003131,Admiral Collingwood E S,Elementary,Public,571,2017-2018
277495,Alcona Glen E S,Elementary,Public,676,2017-2018
011584,Algonquin Ridge E S,Elementary,Public,540,2017-2018
012971,Allandale Heights PS,Elementary,Public,333,2017-2018
941174,Alliston Campus,Secondary,Public,32,2017-2018
186666,Alliston Union PS,Elementary,Public,643,2017-2018
305731,Andrew Hunter E S,Elementary,Public,384,2017-2018
186236,Angus Morrison E S,Elementary,Public,671,2017-2018
505808,Ardagh Bluffs PS,Elementary,Public,641,2017-2018
314617,Assikinack PS,Elementary,Public,308,2017-2018
893064,Banting Memorial DHS,Secondary,Public,1376,2017-2018
950519,Barrie Campus,Secondary,Public,136,2017-2018
893323,Barrie North CI,Secondary,Public,1140,2017-2018
034762,Baxter Central PS,Elementary,Public,281,2017-2018
037125,Bayview PS,Elementary,Public,333,2017-2018
894060,Bear Creek SS,Secondary,Public,1533,2017-2018
032298,Birchview Dunes E S,Elementary,Public,678,2017-2018
028130,Boyne River PS,Elementary,Public,470,2017-2018
899701,Bradford Campus,Secondary,Public,20,2017-2018
895792,Bradford DHS,Secondary,Public,1120,2017-2018
060445,Brechin PS,Elementary,Public,189,2017-2018
071960,Byng PS,Elementary,Public,260,2017-2018
080268,Cameron Street PS,Elementary,Public,505,2017-2018
456756,Chris Hadfield PS,Elementary,Public,698,2017-2018
111465,Clearview Meadows E S,Elementary,Public,275,2017-2018
114472,Codrington PS,Elementary,Public,268,2017-2018
116815,Coldwater PS,Elementary,Public,434,2017-2018
902551,Collingwood CI,Secondary,Public,1422,2017-2018
902915,Collingwood Campus,Secondary,Public,27,2017-2018
383708,Connaught PS,Elementary,Public,223,2017-2018
185973,Cookstown Central PS,Elementary,Public,612,2017-2018
125482,Couchiching Heights PS,Elementary,Public,289,2017-2018
130893,Cundles Heights PS,Elementary,Public,333,2017-2018
160172,East Oro PS,Elementary,Public,251,2017-2018
907383,Eastview SS,Secondary,Public,1390,2017-2018
908274,Elmvale DHS,Secondary,Public,400,2017-2018
181323,Emma King E S,Elementary,Public,357,2017-2018
181757,Ernest Cumberland E S,Elementary,Public,561,2017-2018
195812,Ferndale Woods E S,Elementary,Public,638,2017-2018
384550,Fieldcrest E S,Elementary,Public,815,2017-2018
201464,Forest Hill PS,Elementary,Public,651,2017-2018
073065,Fred C Cook PS,Elementary,Public,446,2017-2018
928151,Georgian Bay District SS,Secondary,Public,808,2017-2018
221740,Goodfellow PS,Elementary,Public,592,2017-2018
233480,Guthrie PS,Elementary,Public,457,2017-2018
244996,Harriett Todd PS,Elementary,Public,539,2017-2018
485183,Hewitt's Creek Public School,Elementary,Public,699,2017-2018
257346,Hillcrest PS,Elementary,Public,503,2017-2018
595047,Hillsdale E S,Elementary,Public,213,2017-2018
263079,Holly Meadows E S,Elementary,Public,655,2017-2018
595861,Hon Earl Rowe PS,Elementary,Public,183,2017-2018
273988,Huron Park PS,Elementary,Public,356,2017-2018
274542,Huronia Centennial PS,Elementary,Public,534,2017-2018
225946,Hyde Park PS,Elementary,Public,597,2017-2018
918253,Innisdale SS,Secondary,Public,1722,2017-2018
275670,Innisfil Central PS,Elementary,Public,157,2017-2018
124761,James Keating PS,Elementary,Public,266,2017-2018
285684,Johnson Street PS,Elementary,Public,223,2017-2018
311251,Killarney Beach PS,Elementary,Public,297,2017-2018
034808,Lake Simcoe PS,Elementary,Public,433,2017-2018
087934,Lions Oval Public School,Elementary,Public,453,2017-2018
334820,Maple Grove PS,Elementary,Public,476,2017-2018
336289,Mapleview Heights E S,Elementary,Public,621,2017-2018
337862,Marchmont PS,Elementary,Public,377,2017-2018
366544,Minesing Central PS,Elementary,Public,488,2017-2018
378089,Mountain View PS,Elementary,Public,374,2017-2018
466951,Mundy's Bay E PS,Elementary,Public,572,2017-2018
927724,Nantyr Shores SS,Secondary,Public,1160,2017-2018
384259,New Lowell Central PS,Elementary,Public,243,2017-2018
931727,North Simcoe Campus,Secondary,Public,18,2017-2018
412430,Nottawa E S,Elementary,Public,300,2017-2018
902636,Nottawasaga Pines SS,Secondary,Public,735,2017-2018
412570,Nottawasaga and Creemore PS,Elementary,Public,215,2017-2018
414123,Oakley Park PS,Elementary,Public,319,2017-2018
419346,Orchard Park E S,Elementary,Public,439,2017-2018
902276,Orillia Campus,Secondary,Public,33,2017-2018
968729,Orillia SS,Secondary,Public,1090,2017-2018
122092,Pine River Elementary S,Elementary,Public,305,2017-2018
451649,Portage View PS,Elementary,Public,605,2017-2018
472360,Rama Central PS,Elementary,Public,205,2017-2018
480037,Regent Park PS,Elementary,Public,536,2017-2018
636037,Severn Shores PS,Elementary,Public,363,2017-2018
507946,Shanty Bay PS,Elementary,Public,139,2017-2018
917231,Simcoe Alternative SS,Secondary,Public,310,2017-2018
595993,Sir William Osler PS,Elementary,Public,138,2017-2018
945196,Stayner CI,Secondary,Public,295,2017-2018
535281,Steele Street PS,Elementary,Public,350,2017-2018
543438,Sunnybrae PS,Elementary,Public,398,2017-2018
574287,Tay Shores PS,Elementary,Public,526,2017-2018
040509,Tecumseth Beeton E S,Elementary,Public,330,2017-2018
521248,Tecumseth South Central PS,Elementary,Public,170,2017-2018
551090,Terry Fox E S,Elementary,Public,537,2017-2018
557897,Tosorontio Central PS,Elementary,Public,362,2017-2018
559075,Tottenham PS,Elementary,Public,357,2017-2018
547123,Trillium Woods E PS,Elementary,Public,499,2017-2018
948870,Twin Lakes SS,Secondary,Public,807,2017-2018
337030,Uptergrove PS,Elementary,Public,285,2017-2018
579190,W. C. Little E S,Elementary,Public,598,2017-2018
585599,W. H. Day E S,Elementary,Public,682,2017-2018
580520,W. R. Best Memorial PS,Elementary,Public,373,2017-2018
357316,Warminster E S,Elementary,Public,240,2017-2018
586846,Warnica PS,Elementary,Public,339,2017-2018
594970,West Bayfield E S,Elementary,Public,534,2017-2018
612405,Willow Landing E S,Elementary,Public,606,2017-2018
429619,Worsley E S,Elementary,Public,571,2017-2018
622028,Wyevale Central PS,Elementary,Public,259,2017-2018
693634,Canadian Martyrs Catholic S,Elementary,Public,219,2017-2018
706930,Father F X O'Reilly S,Elementary,Public,448,2017-2018
729663,Foley Catholic S,Elementary,Public,57,2017-2018
720518,Holy Cross Catholic S,Elementary,Public,554,2017-2018
716413,Holy Family S,Elementary,Public,448,2017-2018
711098,Holy Trinity HS,Secondary,Public,651,2017-2018
723630,Jean Vanier Catholic HS,Secondary,Public,483,2017-2018
732303,Monsignor Castex Sep S,Elementary,Public,219,2017-2018
732311,Monsignor Clair Sep S,Elementary,Public,242,2017-2018
733563,Monsignor J E Ronan Catholic S,Elementary,Public,350,2017-2018
732354,Monsignor Lee Sep S,Elementary,Public,350,2017-2018
733520,Monsignor Michael O'Leary S,Elementary,Public,317,2017-2018
737372,Notre Dame Catholic S,Elementary,Public,511,2017-2018
744611,Our Lady of Grace S,Elementary,Public,609,2017-2018
745391,Our Lady of Lourdes Sep S,Elementary,Public,229,2017-2018
751103,Patrick Fogarty SS,Secondary,Public,801,2017-2018
756962,Sacred Heart S,Elementary,Public,192,2017-2018
808007,Saint Gabriel the Archangel CS,Elementary,Public,631,2017-2018
714208,Saint Mary's S,Elementary,Public,201,2017-2018
516651,Sister Catherine Donnelly Catholic S,Elementary,Public,307,2017-2018
685145,St Angela Merici Catholic E S,Elementary,Public,713,2017-2018
770655,St Ann's Sep S,Elementary,Public,159,2017-2018
775061,St Antoine Daniel Catholic S,Elementary,Public,281,2017-2018
777935,St Bernadette E S,Elementary,Public,339,2017-2018
779849,St Bernard's Sep S,Elementary,Public,211,2017-2018
781487,St Catherine of Siena S,Elementary,Public,529,2017-2018
782130,St Charles S,Elementary,Public,185,2017-2018
786691,St Dominic Catholic SS,Secondary,Public,188,2017-2018
790044,St Francis of Assisi E S,Elementary,Public,449,2017-2018
798436,St James Sep S,Elementary,Public,236,2017-2018
809179,St Jean de Brebeuf Sep S,Elementary,Public,220,2017-2018
801275,St Joan of Arc HS,Secondary,Public,1078,2017-2018
805840,St John Vianney Sep S,Elementary,Public,218,2017-2018
813389,St Joseph's Sep S,Secondary,Public,796,2017-2018
822566,St Marguerite d'Youville E S,Elementary,Public,290,2017-2018
828335,St Marys Sep S,Elementary,Public,168,2017-2018
829374,St Marys Sep S,Elementary,Public,455,2017-2018
833061,St Michael the Archangel Catholic E S,Elementary,Public,321,2017-2018
835749,St Monicas Sep S,Elementary,Public,377,2017-2018
836320,St Nicholas S,Elementary,Public,248,2017-2018
837199,St Noel Chabanel Catholic E S,Elementary,Public,444,2017-2018
840815,St Paul's Sep S,Elementary,Public,676,2017-2018
843342,St Peter the Apostle S,Elementary,Public,190,2017-2018
844012,St Peter's SS,Secondary,Public,1240,2017-2018
852775,St Theresa's Sep S,Secondary,Public,999,2017-2018
773050,St Thomas Aquinas Catholic SS,Secondary,Public,636,2017-2018
750905,St. John Paul II Sep S,Elementary,Public,385,2017-2018
824690,St. Marie of the Incarnation Sep S,Elementary,Public,651,2017-2018
733199,St. Teresa of Calcutta Catholic S,Elementary,Public,410,2017-2018
868914,The Good Shepherd Catholic S,Elementary,Public,430,2017-2018
697567,Christ the King Catholic S,Elementary,Public,182,2017-2018
708003,Georges P Vanier Catholic S,Elementary,Public,249,2017-2018
842249,Good Shepherd Catholic S,Elementary,Public,101,2017-2018
710970,Gregory A Hogan Catholic S,Elementary,Public,488,2017-2018
715492,Holy Family Catholic S,Elementary,Public,227,2017-2018
719269,Holy Rosary Catholic S,Elementary,Public,84,2017-2018
767339,Holy Trinity Catholic S,Elementary,Public,426,2017-2018
724009,Monsignor Uyen Catholic S,Elementary,Public,328,2017-2018
743984,Our Lady of Fatima Catholic S,Elementary,Public,346,2017-2018
757748,Sacred Heart Catholic S,Elementary,Public,351,2017-2018
758108,Sacred Heart Catholic S,Elementary,Public,118,2017-2018
765155,St Agnes Catholic S,Elementary,Public,110,2017-2018
770671,St Anne Catholic S,Elementary,Public,326,2017-2018
771295,St Anne Catholic S,Elementary,Public,352,2017-2018
788813,St Elizabeth Catholic S,Elementary,Public,166,2017-2018
803375,St John Fisher Catholic S,Elementary,Public,250,2017-2018
809233,St Joseph Catholic S,Elementary,Public,356,2017-2018
811432,St Joseph Catholic S,Elementary,Public,152,2017-2018
846929,St Joseph Catholic S,Elementary,Public,97,2017-2018
833142,St Michael Catholic S,Elementary,Public,166,2017-2018
834602,St Michael Catholic S,Elementary,Public,187,2017-2018
836788,St Patrick's Catholic SS,Secondary,Public,1345,2017-2018
843415,St Peter Canisius Catholic S,Elementary,Public,206,2017-2018
846015,St Philip Catholic S,Elementary,Public,190,2017-2018
856800,St Ursula Catholic S,Elementary,Public,231,2017-2018
857971,St Vincent Catholic,Elementary,Public,168,2017-2018
773757,St. Matthew Catholic S,Elementary,Public,336,2017-2018
864366,Ursuline College (The Pines) Catholic SS,Secondary,Public,1227,2017-2018
689351,Bishop Alexander Carter Catholic SS,Secondary,Public,330,2017-2018
869673,Holy Cross Catholic School S,Elementary,Public,395,2017-2018
701745,Holy Trinity S,Elementary,Public,535,2017-2018
721212,Immaculate Conception Catholic S,Elementary,Public,201,2017-2018
730963,Marymount Academy Catholic S,Secondary,Public,242,2017-2018
730971,Marymount Elementary Academy,Elementary,Public,145,2017-2018
750336,Pius XII Catholic S,Elementary,Public,206,2017-2018
770744,St Anne Sep S,Elementary,Public,377,2017-2018
777196,St Benedict Catholic SS,Secondary,Public,522,2017-2018
782181,St Charles Catholic S,Elementary,Public,365,2017-2018
783358,St Charles College,Secondary,Public,827,2017-2018
785954,St David Catholic S,Elementary,Public,252,2017-2018
791075,St Francis Catholic S,Elementary,Public,294,2017-2018
798878,St James,Elementary,Public,294,2017-2018
804282,St John Catholic S,Elementary,Public,313,2017-2018
810525,St Joseph Catholic S,Elementary,Public,5,2017-2018
822744,St Mark Catholic S,Elementary,Public,12,2017-2018
746827,St Paul the Apostle Catholic S,Elementary,Public,218,2017-2018
757127,St. Benedict Elementary CS,Elementary,Public,168,2017-2018
830399,St. Charles College Elementary,Elementary,Public,276,2017-2018
714194,Holy Angels Sep S,Elementary,Public,55,2017-2018
719994,Holy Saviour,Elementary,Public,111,2017-2018
742660,Our Lady of Fatima Sep S,Elementary,Public,90,2017-2018
745782,Our Lady of Lourdes S,Elementary,Public,70,2017-2018
780626,St Brigid Sep S,Elementary,Public,15,2017-2018
788031,St Edward S,Elementary,Public,132,2017-2018
797260,St Hilary S,Elementary,Public,85,2017-2018
808571,St Joseph Sep S,Elementary,Public,70,2017-2018
824046,St Martin Catholic S,Elementary,Public,80,2017-2018
214574,B A Parker PS,Elementary,Public,135,2017-2018
037770,Beardmore PS,Elementary,Public,21,2017-2018
142689,Dorion PS,Elementary,Public,46,2017-2018
